,id_unico_cliente,Recencia,RecenciaCluster,Frequencia,FrequenciaCluster,Receita,ReceitaCluster,Pontuacao,Segmento
47,1ad20cb261e24038bc33ebaca6ddad62,482,3,1,0,140.61,0,3,Master
48,ca9522ba7a7c70fc06b2a82471681ce4,403,2,2,0,573.64,0,2,Business
49,ca9522ba7a7c70fc06b2a82471681ce4,403,2,2,0,573.64,0,2,Business
50,dff712b02bbaed94147ee35e29296897,442,3,1,0,153.22,0,3,Master
51,5f422502464dac44a0a981f29ec64043,335,2,1,0,154.19,0,2,Business
52,e8198977f57313464a8c3fd122c40050,216,1,2,0,550.32,0,1,Business
53,e8198977f57313464a8c3fd122c40050,216,1,2,0,550.32,0,1,Business
54,1985ee4e25eee7fc657c6052e733c3d3,481,3,2,0,574.32,0,3,Master
55,1985ee4e25eee7fc657c6052e733c3d3,481,3,2,0,574.32,0,3,Master
56,236655441ae8dd4485fd328d918186fa,566,3,1,0,141.28,0,3,Master
57,5bd86f8bd79bd3de2c99a5af1699b6a1,152,1,3,1,1566.63,0,2,Business
58,5bd86f8bd79bd3de2c99a5af1699b6a1,152,1,3,1,1566.63,0,2,Business
59,5bd86f8bd79bd3de2c99a5af1699b6a1,152,1,3,1,1566.63,0,2,Business
60,062b959255257c8f1b651a4cae989853,299,2,1,0,162.8,0,2,Business
61,060e732b5b29e8181a18229c7b0b2b5e,106,0,1,0,157.73,0,0,Inativo
62,eebbe9b9abd6cdfe83e65a48adb338a4,241,1,1,0,157.65,0,1,Business
63,c1d6b3acce320f7fe811d54554febfd4,45,0,2,0,745.04,0,0,Inativo
64,c1d6b3acce320f7fe811d54554febfd4,45,0,2,0,745.04,0,0,Inativo
65,f8e300d731672bb9dd90d4e85000d8fe,69,0,1,0,159.09,0,0,Inativo
66,87a584a81d1cce5c78c4064e5c022cef,314,2,1,0,192.05,0,2,Business
67,f2321c30c33d4f622607eaefc381d0b7,69,0,1,0,176.15,0,0,Inativo
68,1a2e7faa3054228a9b5b2a7f24b7e580,153,1,1,0,184.5,0,1,Business
69,259dac757896d24d7702b9acbbff3f3c,173,1,1,0,173.3,0,1,Business
70,71c98a01b26884386e5c68ac5b09054a,54,0,2,0,744.32,0,0,Inativo
71,71c98a01b26884386e5c68ac5b09054a,54,0,2,0,744.32,0,0,Inativo
72,3f3ce271b7f095df5029946f9f8edc13,40,0,1,0,173.74,0,0,Inativo
73,8a750d94941ec716f0a3cd136ae5f2b1,122,0,1,0,218.64,0,0,Inativo
74,1d9f8ceef15c2c222c7452f380371627,300,2,1,0,175.5,0,2,Business
75,401a006331c06b4b0c8830f87c13eb6a,410,3,8,1,3308.64,1,5,Premium
76,401a006331c06b4b0c8830f87c13eb6a,410,3,8,1,3308.64,1,5,Premium
77,401a006331c06b4b0c8830f87c13eb6a,410,3,8,1,3308.64,1,5,Premium
78,401a006331c06b4b0c8830f87c13eb6a,410,3,8,1,3308.64,1,5,Premium
79,401a006331c06b4b0c8830f87c13eb6a,410,3,8,1,3308.64,1,5,Premium
80,401a006331c06b4b0c8830f87c13eb6a,410,3,8,1,3308.64,1,5,Premium
81,401a006331c06b4b0c8830f87c13eb6a,410,3,8,1,3308.64,1,5,Premium
82,401a006331c06b4b0c8830f87c13eb6a,410,3,8,1,3308.64,1,5,Premium
83,0695109d8c6c82bacc86e47a6246c390,435,3,3,1,2121.57,0,4,Master
84,0695109d8c6c82bacc86e47a6246c390,435,3,3,1,2121.57,0,4,Master
85,0695109d8c6c82bacc86e47a6246c390,435,3,3,1,2121.57,0,4,Master
86,2f8c8d4e3887241eb619e9597d461898,277,2,3,1,1795.6799999999998,0,3,Master
87,2f8c8d4e3887241eb619e9597d461898,277,2,3,1,1795.6799999999998,0,3,Master
88,2f8c8d4e3887241eb619e9597d461898,277,2,3,1,1795.6799999999998,0,3,Master
89,02ff3aee636a9ee1c1fef271daa0bc07,159,1,5,1,5355.599999999999,1,3,Master
90,7261dd01631e24a142a24865f973a338,312,2,1,0,179.78,0,2,Business
91,07d190f123147d9e89d4b922543d7948,56,0,1,0,315.75,0,0,Inativo
92,8ffc19affc6337074163ce2baf5ad841,105,0,1,0,210.28,0,0,Inativo
93,e74047a9c3d3695325da90d83efc6e69,105,0,1,0,220.04,0,0,Inativo
94,97931a3564e3864b299b37bb238568dd,103,0,1,0,224.14,0,0,Inativo
95,50a4d93c1a7e41dbc70d422195ac75b3,209,1,1,0,227.61,0,1,Business
96,ce7ad2b963f8246d249b10fae033937f,311,2,1,0,258.29,0,2,Business
97,4a790a1b18f0a9d7fcb468a407fa045b,169,1,1,0,200.21,0,1,Business
98,c6fc2915052475470fcee6e3b07b4f46,91,0,1,0,220.02,0,0,Inativo
99,2979ee9a051b1e82604d7dfbfcec73ec,169,1,1,0,200.21,0,1,Business
100,061978c4a1b3012b567a5d51eefd1157,179,1,1,0,227.16,0,1,Business
101,7395b7864f1b33252013547d30b94240,184,1,1,0,249.04,0,1,Business
102,833dd5cf1e199f5ff69147376894a0aa,131,1,1,0,272.94,0,1,Business
103,004177f7bf62929186b32c7fdaa6157b,318,2,2,0,867.96,0,2,Business
104,004177f7bf62929186b32c7fdaa6157b,318,2,2,0,867.96,0,2,Business
105,ff7e4c6d850a75c37a13d0bfcdee483e,169,1,1,0,200.21,0,1,Business
106,c14bcf825efa083cbffda0036cccde7d,94,0,1,0,219.36,0,0,Inativo
107,bac4a0cb0d264eed664e810165d1c5c7,278,2,1,0,262.49,0,2,Business
108,fb98136edc2c0f996bfad36a0c7e1306,128,1,6,1,8425.44,1,3,Master
109,fb98136edc2c0f996bfad36a0c7e1306,128,1,6,1,8425.44,1,3,Master
110,fb98136edc2c0f996bfad36a0c7e1306,128,1,6,1,8425.44,1,3,Master
111,fb98136edc2c0f996bfad36a0c7e1306,128,1,6,1,8425.44,1,3,Master
112,fb98136edc2c0f996bfad36a0c7e1306,128,1,6,1,8425.44,1,3,Master
113,fb98136edc2c0f996bfad36a0c7e1306,128,1,6,1,8425.44,1,3,Master
114,214629c0968df90a29892da7512fcf8a,138,1,1,0,220.02,0,1,Business
115,ff763f6fccce840a04aea139ec04c86c,114,0,2,0,903.88,0,0,Inativo
116,ff763f6fccce840a04aea139ec04c86c,114,0,2,0,903.88,0,0,Inativo
117,ad97668eed5826a5d800b15351bea269,62,0,3,1,948.01,0,1,Business
118,ad97668eed5826a5d800b15351bea269,62,0,3,1,948.01,0,1,Business
119,8259b1b1f125ab7649d39ad67c8505f7,79,0,2,0,1016.32,0,0,Inativo
120,dd20cdd757450654f15bdf7a62c4d18a,152,1,1,0,238.07,0,1,Business
121,fc29c90853ee133fe921be3fc4ce9e02,140,1,1,0,288.82,0,1,Business
122,6a53109a98162e696df52f83d20a2c03,104,0,1,0,220.04,0,0,Inativo
123,cfcdff180fb001b7c81c50010eaee53c,171,1,1,0,200.21,0,1,Business
124,157c95d6d16d5c99d6c0355f3f8fb220,171,1,3,1,2213.55,0,2,Business
125,157c95d6d16d5c99d6c0355f3f8fb220,171,1,3,1,2213.55,0,2,Business
126,157c95d6d16d5c99d6c0355f3f8fb220,171,1,3,1,2213.55,0,2,Business
127,71c53de9f8c6c2572a8308ed382774a4,140,1,1,0,276.97,0,1,Business
128,002cdf87d4c03f08f7eb4551a923affc,306,2,1,0,228.67,0,2,Business
129,b3b93eb44cd2fca7c68c31839c478070,170,1,1,0,278.75,0,1,Business
130,ec449149317e67f234b1cf7fe9fc966c,188,1,2,0,495.57000000000005,0,1,Business
131,a1c839a978e05fedd92fec96d4ea685d,123,0,3,1,206.26,0,1,Business
132,a1c839a978e05fedd92fec96d4ea685d,123,0,3,1,206.26,0,1,Business
133,a1c839a978e05fedd92fec96d4ea685d,123,0,3,1,206.26,0,1,Business
134,c6e9898e783e5d990c462199a8314ba8,279,2,1,0,226.74,0,2,Business
135,1ff84fc35d497c84a22e3540c5ec01bb,165,1,1,0,210.28,0,1,Business
136,142ed0dad12a73d4e9eac64b4918fe2a,114,0,1,0,246.88,0,0,Inativo
137,5336f61f924dcb211eb237913264ba03,312,2,4,1,3658.72,1,4,Master
138,5336f61f924dcb211eb237913264ba03,312,2,4,1,3658.72,1,4,Master
139,5336f61f924dcb211eb237913264ba03,312,2,4,1,3658.72,1,4,Master
140,5336f61f924dcb211eb237913264ba03,312,2,4,1,3658.72,1,4,Master
141,82ddb85c2420994d709ee21503e44eb8,135,1,4,1,2456.84,0,2,Business
142,7731e7b84ca2c215e20d08c4ebbb50ff,306,2,1,0,228.67,0,2,Business
143,f9172a6495d46451776be8bc8e46032d,153,1,7,1,9212.980000000001,1,3,Master
144,f9172a6495d46451776be8bc8e46032d,153,1,7,1,9212.980000000001,1,3,Master
145,f9172a6495d46451776be8bc8e46032d,153,1,7,1,9212.980000000001,1,3,Master
146,e3ef84cf39eff855c409b42542ce9be9,227,1,2,0,910.44,0,1,Business
147,e3ef84cf39eff855c409b42542ce9be9,227,1,2,0,910.44,0,1,Business
148,b2132bdaf756ec51ced38891421b72d6,355,2,1,0,292.34,0,2,Business
149,cf36ed9ae038c623d695d40cb7ef0890,235,1,1,0,226.74,0,1,Business
150,d867d0c1c893268d9473255b0f8480c7,69,0,1,0,232.24,0,0,Inativo
151,a68fe6e56f82c6c8a3dfaff569685f6f,142,1,1,0,276.94,0,1,Business
152,83a16b78a57c8394d33c2f5d1cb87ee5,118,0,2,0,952.28,0,0,Inativo
153,83a16b78a57c8394d33c2f5d1cb87ee5,118,0,2,0,952.28,0,0,Inativo
154,e5e2698d69db1201c1084f1cdae68239,106,0,1,0,244.78,0,0,Inativo
155,2214477bc746c01d7e790dba816a9a2c,116,0,5,1,5649.25,1,2,Business
156,2214477bc746c01d7e790dba816a9a2c,116,0,5,1,5649.25,1,2,Business
157,2214477bc746c01d7e790dba816a9a2c,116,0,5,1,5649.25,1,2,Business
158,2214477bc746c01d7e790dba816a9a2c,116,0,5,1,5649.25,1,2,Business
159,2214477bc746c01d7e790dba816a9a2c,116,0,5,1,5649.25,1,2,Business
160,752fc5cc8aa8402ab155ab39828beaf6,141,1,1,0,276.94,0,1,Business
161,332cf4e83e16004ba7dca932ce82475b,518,3,1,0,146.21,0,3,Master
162,83e19af9cb7591106ea19f1330771a33,423,3,1,0,137.39,0,3,Master
163,eeb7346247b026ee29a48803df6ed07e,435,3,1,0,169.46,0,3,Master
164,8f6b853d7bd8510f486b322143086678,181,1,1,0,149.68,0,1,Business
165,72f53729755c1d79da47eb9041f5f4b6,186,1,1,0,135.13,0,1,Business
166,cf599c402191f7bc8cd6d9f93733154b,422,3,1,0,148.94,0,3,Master
167,ad1156bab35020cf1630797e289cc7ca,142,1,1,0,147.33,0,1,Business
168,b1600561dccf15ada586f6bce16cdabd,431,3,1,0,147.8,0,3,Master
169,811ef64ca870c801a4b53a40e597e865,396,2,1,0,144.22,0,2,Business
170,7a6e597c66635dd688f6be9d0e82f525,155,1,1,0,134.23,0,1,Business
171,23701e74f2cb357f7fafc59bafe23b35,227,1,1,0,171.69,0,1,Business
172,8331d73eb4989100a9a2dfa095dceaa7,582,3,1,0,137.6,0,3,Master
173,a9065f9f5e4e8ba2ec28fd0772e91c5d,528,3,1,0,131.12,0,3,Master
174,6c34c9733492c0d909dffdd90f99c1b0,186,1,1,0,147.26,0,1,Business
175,5e93a3e965f763782342bd51fa7e1185,574,3,1,0,131.05,0,3,Master
176,fb51f201e03ae4c1660697b469f3333f,579,3,3,1,1179.4499999999998,0,4,Master
177,fb51f201e03ae4c1660697b469f3333f,579,3,3,1,1179.4499999999998,0,4,Master
178,fb51f201e03ae4c1660697b469f3333f,579,3,3,1,1179.4499999999998,0,4,Master
179,70c5c8376c293342409c02ca6d5e4ff0,534,3,1,0,136.14,0,3,Master
180,703a328ef6bc82022db191222a960b19,156,1,1,0,147.37,0,1,Business
181,c15a9c69f715ed7787cd601d2075f525,481,3,2,0,577.04,0,3,Master
182,c15a9c69f715ed7787cd601d2075f525,481,3,2,0,577.04,0,3,Master
183,f22cfa37e9ae6eee7788930c7b257df9,181,1,1,0,136.59,0,1,Business
184,ea5a9bb2e0b17b2f0c9b826ae0db1c22,540,3,4,1,524.1999999999999,0,4,Master
185,ea5a9bb2e0b17b2f0c9b826ae0db1c22,540,3,4,1,524.1999999999999,0,4,Master
186,ea5a9bb2e0b17b2f0c9b826ae0db1c22,540,3,4,1,524.1999999999999,0,4,Master
187,ea5a9bb2e0b17b2f0c9b826ae0db1c22,540,3,4,1,524.1999999999999,0,4,Master
188,16af40ec18dcd9725a9dec6ee2efb851,418,3,1,0,144.78,0,3,Master
189,89e60600ab541346299a981d5897fe7e,518,3,1,0,155.0,0,3,Master
190,d339ed835c9d8fd6b1e3c5cb60850bc5,569,3,2,0,524.2,0,3,Master
191,d339ed835c9d8fd6b1e3c5cb60850bc5,569,3,2,0,524.2,0,3,Master
192,45f1c844c7376ed6523aa7a8059f87d8,491,3,1,0,144.68,0,3,Master
193,5bf21e765852faf2dbdfe3bf0f4e2ab2,414,3,1,0,144.78,0,3,Master
194,e0b0f9beb31782e3174a67b875697ca0,521,3,1,0,155.0,0,3,Master
195,1883c860dcd73e0bd0ec6e82c727baab,534,3,2,0,134.61,0,3,Master
196,1883c860dcd73e0bd0ec6e82c727baab,534,3,2,0,134.61,0,3,Master
197,7418458c86b91f0322f91e7145a02bd7,568,3,1,0,131.05,0,3,Master
198,266ca2dc7972a98f8de4ba072aef8870,237,1,1,0,145.24,0,1,Business
199,d06e9e12656406a30609b344e4e1bb58,501,3,1,0,144.68,0,3,Master
200,c8f08a0e0d8bd51f9cd27119ee77e58f,424,3,1,0,134.15,0,3,Master
201,d5e5f6ca068aaa55a32d95efbf49c8c1,403,2,1,0,134.15,0,2,Business
202,4bee7af3f0e6bea62646a18d6d87d86d,220,1,1,0,155.26,0,1,Business
203,f1108e890f45f29145b2432f06f2c7cf,168,1,1,0,169.69,0,1,Business
204,d18ba4602d649c19b02974c0cb8aa016,306,2,5,1,3112.55,1,4,Master
205,d18ba4602d649c19b02974c0cb8aa016,306,2,5,1,3112.55,1,4,Master
206,d18ba4602d649c19b02974c0cb8aa016,306,2,5,1,3112.55,1,4,Master
207,d18ba4602d649c19b02974c0cb8aa016,306,2,5,1,3112.55,1,4,Master
208,d18ba4602d649c19b02974c0cb8aa016,306,2,5,1,3112.55,1,4,Master
209,bea868f2d5335db6ea59f0028ca47515,227,1,1,0,147.26,0,1,Business
210,6b45fae726b27f64c4c5f6ce1564ac3a,534,3,2,0,538.44,0,3,Master
211,6b45fae726b27f64c4c5f6ce1564ac3a,534,3,2,0,538.44,0,3,Master
212,d6edcc1de0bf1b09e7a5b8fff77e4fa8,398,2,1,0,150.78,0,2,Business
213,ff8d5a4820b9e8b59cdbc2f6102e64e4,441,3,2,0,631.84,0,3,Master
214,ff8d5a4820b9e8b59cdbc2f6102e64e4,441,3,2,0,631.84,0,3,Master
215,0ff3cddcf62afdff48dddaf22aaf0fee,414,3,1,0,144.78,0,3,Master
216,ebf088cc2ce28c6055f2cd5e2b9bb9ea,545,3,1,0,131.05,0,3,Master
217,f1c9156829d22346161f6d319013b1a2,188,1,1,0,151.79,0,1,Business
218,c8c40a3a22947159eab9af128b2e51dd,517,3,1,0,141.12,0,3,Master
219,628d378a089ec7bda0bb7132d982d206,519,3,1,0,150.96,0,3,Master
220,a1588c8835d1e73d889f5e116bbaa967,264,2,1,0,133.12,0,2,Business
221,be4656d02bf1e9d6663764ac9c7909ef,428,3,1,0,198.95,0,3,Master
222,443285846bccf405c41853c5cef24726,351,2,1,0,188.47,0,2,Business
223,8663d059e175bdf137aafb13fc1e6a7e,514,3,1,0,201.92,0,3,Master
224,26d94771dcb8f47f8459d7b874c89e0b,388,2,1,0,198.95,0,2,Business
225,14a52433508dec56265579c5752de105,326,2,1,0,190.95,0,2,Business
226,7a9731d2d1b7afb2d76f026c097e195a,172,1,1,0,166.91,0,1,Business
227,3b12714e0102fa46a87dbe4c44a52154,236,1,1,0,167.77,0,1,Business
228,0ee02c020cf6a1d5af1f44febcec7e69,157,1,1,0,166.91,0,1,Business
229,c53e944da3d3ad66ccb7527165b78681,155,1,3,1,1555.17,0,2,Business
230,067d22395c78dfe68b327a9444ea48f6,231,1,1,0,167.77,0,1,Business
231,18080ed389c72ca4d0c4396edf0ecb37,411,3,1,0,190.95,0,3,Master
232,4669d94e1e35f2493af76862ff85beba,70,0,1,0,156.73,0,0,Inativo
233,67898feae48e330621b4c5ef36b70977,420,3,1,0,198.26,0,3,Master
234,afb480f31af6e82ab67777121fad6dc5,434,3,2,0,159.75,0,3,Master
235,afb480f31af6e82ab67777121fad6dc5,434,3,2,0,159.75,0,3,Master
236,a11ecad7d119184868507dde9b439897,118,0,2,0,627.36,0,0,Inativo
237,a11ecad7d119184868507dde9b439897,118,0,2,0,627.36,0,0,Inativo
238,4cd3b3326574121d1fa353711f5271ce,126,0,1,0,156.84,0,0,Inativo
239,a1eff3d942844ab95a77d78f8c4900c5,115,0,1,0,156.84,0,0,Inativo
240,07f26b75fe1d40a4a43cc34849fab730,181,1,1,0,163.69,0,1,Business
241,4a3b465babd41fe0463a824c4a9474e9,289,2,1,0,161.98,0,2,Business
242,281e1e72207e518c29b249a1361a775d,402,2,2,0,437.66999999999996,0,2,Business
243,ff80f08b2a6a87e84a28bda4613f99bf,278,2,1,0,118.46,0,2,Business
244,6e0c910d67dc3a55add6f66632b33fb6,108,0,1,0,114.02,0,0,Inativo
245,61c20a119a71f3c85531cf8fb5963642,187,1,1,0,113.19,0,1,Business
246,1a090a562538d61d67fae0f05fcc5134,228,1,2,0,672.12,0,1,Business
247,1a090a562538d61d67fae0f05fcc5134,228,1,2,0,672.12,0,1,Business
248,e496fe85d1cb9186a547c68d1359c802,181,1,2,0,518.16,0,1,Business
249,e496fe85d1cb9186a547c68d1359c802,181,1,2,0,518.16,0,1,Business
250,5fd9a899039fd7777b528f91e9f20ac0,177,1,1,0,110.4,0,1,Business
251,df8804818ea4d3dc207cf43067d70916,124,0,1,0,124.31,0,0,Inativo
252,6ef0d775352981d10982e3cbaebb54f3,74,0,1,0,99.06,0,0,Inativo
253,a8c2bb31a873e51c8f16248d63000b30,431,3,1,0,131.15,0,3,Master
254,6fe7e2440b26f6b12e12db0afdce1ee1,130,1,1,0,124.31,0,1,Business
255,84ad62f33ddb6b13553a850fd3dc2b08,288,2,3,1,212.48,0,3,Master
256,45f418d424cb65a619c35f72cc82f8bf,170,1,1,0,102.85,0,1,Business
257,4051ab470e8991f98669105fe5ea7141,42,0,1,0,117.69,0,0,Inativo
258,c6f839e63b212a729c82e57ede430d12,158,1,1,0,124.31,0,1,Business
259,71136ba93ec2a882f2f96f59a419f640,129,1,2,0,274.24,0,1,Business
260,d95eb25776c0166da43320d9ef6b2bb1,105,0,1,0,116.34,0,0,Inativo
261,539cff7d8a9dc1637a8860155543c6cf,223,1,1,0,103.12,0,1,Business
262,410ae8ad93fdb3c3beb35fdde79d878e,333,2,1,0,125.0,0,2,Business
263,4bd3154555b2d1d19fed1ccf31aa33f7,162,1,1,0,102.85,0,1,Business
264,62aed189592f119e0232b2491de646e1,138,1,3,1,102.85000000000001,0,2,Business
265,62aed189592f119e0232b2491de646e1,138,1,3,1,102.85000000000001,0,2,Business
266,62aed189592f119e0232b2491de646e1,138,1,3,1,102.85000000000001,0,2,Business
267,444d40d5ed5d2215271e5f82116a82f8,32,0,1,0,142.65,0,0,Inativo
268,428fef3eccde6a7bfb38bb4b21275a07,106,0,1,0,94.87,0,0,Inativo
269,050427ce6691dec61ff78267f70aba2d,358,2,1,0,120.45,0,2,Business
270,56f0159fab94c568522d0ae455536bf1,121,0,1,0,124.31,0,0,Inativo
271,98ed2b885060a5b733c9caeb7d37fbf8,116,0,1,0,102.85,0,0,Inativo
272,e5f54c5adf3d924359f93f0285661e7b,93,0,1,0,115.55,0,0,Inativo
273,c1c7632732a487b1221e7bfb627c575f,401,2,2,0,475.96,0,2,Business
274,c1c7632732a487b1221e7bfb627c575f,401,2,2,0,475.96,0,2,Business
275,9a2ae504302a5289d5f32785ece60212,275,2,1,0,109.38,0,2,Business
276,7dad8fac5907c97cce8b740ce67f178b,293,2,2,0,451.6,0,2,Business
277,7dad8fac5907c97cce8b740ce67f178b,293,2,2,0,451.6,0,2,Business
278,85eb32c3333fdecda3039791ed23c56d,382,2,1,0,117.42,0,2,Business
279,e70860197c087e03faa63e22638b5bac,569,3,1,0,104.79,0,3,Master
280,4e2fac6a060c99fe262ee10ee56600ce,227,1,3,1,884.3399999999999,0,2,Business
281,4e2fac6a060c99fe262ee10ee56600ce,227,1,3,1,884.3399999999999,0,2,Business
282,4e2fac6a060c99fe262ee10ee56600ce,227,1,3,1,884.3399999999999,0,2,Business
283,a954d989f268b18a098b7bc8dda45605,242,1,3,1,904.9499999999999,0,2,Business
284,a954d989f268b18a098b7bc8dda45605,242,1,3,1,904.9499999999999,0,2,Business
285,a954d989f268b18a098b7bc8dda45605,242,1,3,1,904.9499999999999,0,2,Business
286,c6c03bba166b958a40328e452ead2b3f,272,2,1,0,118.81,0,2,Business
287,5a99c21d6cfa38e2d98690b4d8fd9584,287,2,1,0,97.26,0,2,Business
288,5d1e0feb8755d0039941ca7b82c9ae32,152,1,1,0,97.36,0,1,Business
289,2625152aff7b3ef5f24a0bf36bfd59cf,222,1,1,0,110.39,0,1,Business
290,1d6c9a45e7a7e7e4b4e6c84aba31ee93,172,1,1,0,103.27,0,1,Business
291,601d40163a6d34466955fe5b67a2c549,210,1,2,0,441.56,0,1,Business
292,601d40163a6d34466955fe5b67a2c549,210,1,2,0,441.56,0,1,Business
293,351e8eac3f1dc8843d6c2f627ef66179,153,1,1,0,132.84,0,1,Business
294,dc3daf634e488f515c5a403e107aef03,313,2,1,0,106.9,0,2,Business
295,03e7923886f2bf499508dcc22da46422,569,3,1,0,115.11,0,3,Master
296,8eda9387651f7554781ce5a6ca439cdf,572,3,1,0,106.32,0,3,Master
297,522e244a96d13876c5bac4985a8d5075,215,1,6,1,3974.04,1,3,Master
298,522e244a96d13876c5bac4985a8d5075,215,1,6,1,3974.04,1,3,Master
299,522e244a96d13876c5bac4985a8d5075,215,1,6,1,3974.04,1,3,Master
300,522e244a96d13876c5bac4985a8d5075,215,1,6,1,3974.04,1,3,Master
301,522e244a96d13876c5bac4985a8d5075,215,1,6,1,3974.04,1,3,Master
302,522e244a96d13876c5bac4985a8d5075,215,1,6,1,3974.04,1,3,Master
303,27b3bf351163c685a799c2bc22fc6ab0,307,2,1,0,132.48,0,2,Business
304,a8013fd4e4acf9c0c679bda6d572eeee,208,1,2,0,593.28,0,1,Business
305,6979b81e6b16100f6a5213030d2c8f82,209,1,1,0,151.12,0,1,Business
306,afff0a82d666cefe84a5bbafc923f8cc,79,0,2,0,634.0,0,0,Inativo
307,e5eff1e54c132bef74c934de830a14ae,531,3,1,0,223.66,0,3,Master
308,4274c9d2313a7fbac9703456d8a788f3,212,1,1,0,158.68,0,1,Business
309,c3a1aa867de7bbc426695e756107ed38,413,3,2,0,301.28,0,3,Master
310,03c665eff69ae2dd8923230d671e28d5,113,0,1,0,157.78,0,0,Inativo
311,8256d76e17831256264dd7ac35024705,567,3,1,0,158.26,0,3,Master
312,3f43c86453d02badf9c09a8149b620d3,400,2,1,0,148.19,0,2,Business
313,6f07da3ecfee0fcd7cd2c5fba0bb2a2e,422,3,1,0,154.19,0,3,Master
314,59c42c0487267d67e7fd375d68819f81,457,3,1,0,164.26,0,3,Master
315,558d25e550c5a1300c5775a26df16158,429,3,1,0,148.19,0,3,Master
